,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
164,2907-ILJBN,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One_year,No,Mailed check,20.6,233.900,No
165,6345-FZOQH,Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Mailed check,19.9,1363.450,No
166,3376-BMGFE,Female,0,No,No,4,Yes,No,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Bank transfer (automatic),70.9,273.000,Yes
167,5997-OPVFA,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two_year,Yes,Bank transfer (automatic),89.05,6254.450,No
168,3445-HXXGF,Male,1,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month_to_month,Yes,Electronic check,45.3,2651.200,Yes
169,1159-WFSGR,Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,No,Electronic check,20.4,321.400,No
170,7654-YWJUF,Male,0,Yes,No,43,Yes,No,Fiber_optic,Yes,No,Yes,Yes,No,No,One_year,Yes,Bank transfer (automatic),84.25,3539.250,No
171,1875-QIVME,Female,0,Yes,No,2,Yes,Yes,Fiber_optic,No,No,Yes,Yes,Yes,Yes,Month_to_month,Yes,Electronic check,104.4,242.800,Yes
172,6727-IOTLZ,Male,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two_year,No,Mailed check,81.95,1181.750,No
173,0691-JVSYA,Female,0,Yes,No,53,Yes,No,Fiber_optic,No,No,Yes,No,Yes,Yes,One_year,Yes,Bank transfer (automatic),94.85,5000.200,Yes
174,5918-VUKWP,Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One_year,No,Bank transfer (automatic),20.55,654.550,No
175,1744-JHKYS,Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,No,Electronic check,24.7,780.200,No
176,2656-FMOKZ,Female,1,No,No,15,Yes,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Mailed check,74.45,1145.700,Yes
177,2070-FNEXE,Female,1,No,No,7,Yes,No,Fiber_optic,Yes,No,No,No,No,No,Month_to_month,No,Bank transfer (automatic),76.45,503.600,Yes
178,5947-SGKCL,Female,0,Yes,Yes,15,Yes,Yes,Fiber_optic,No,Yes,Yes,No,Yes,Yes,Month_to_month,Yes,Bank transfer (automatic),105.35,1559.250,No
179,3712-PKXZA,Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One_year,Yes,Credit card (automatic),20.55,1252.000,No
180,6317-YPKDH,Female,0,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month_to_month,No,Bank transfer (automatic),29.95,29.950,Yes
181,6582-OIVSP,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month_to_month,No,Mailed check,45.3,45.300,No
182,9367-WXLCH,Male,0,No,No,8,Yes,Yes,Fiber_optic,No,No,No,No,No,Yes,Month_to_month,No,Bank transfer (automatic),84.5,662.650,Yes
183,5524-KHNJP,Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One_year,No,Credit card (automatic),74.75,2453.300,No
184,1918-ZBFQJ,Female,0,No,No,13,Yes,No,Fiber_optic,No,Yes,Yes,No,No,No,Month_to_month,Yes,Electronic check,79.25,1111.650,Yes
185,1024-GUALD,Female,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month_to_month,Yes,Electronic check,24.8,24.800,Yes
186,4827-USJHP,Male,0,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month_to_month,Yes,Mailed check,51.8,1023.850,No
187,8167-GJLRN,Male,0,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month_to_month,No,Electronic check,30.4,82.150,No
188,0956-SYCWG,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One_year,No,Electronic check,19.65,244.800,No
189,8017-UVSZU,Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month_to_month,No,Credit card (automatic),56.6,2379.100,No
190,7100-FQPRV,Male,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One_year,Yes,Credit card (automatic),71.9,3173.350,No
191,2472-OVKUP,Male,0,Yes,No,6,Yes,No,Fiber_optic,No,Yes,Yes,No,No,Yes,Month_to_month,Yes,Electronic check,91.0,531.000,Yes
192,2984-RGEYA,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Bank transfer (automatic),19.75,1375.400,No
193,9680-NIAUV,Female,0,Yes,Yes,72,Yes,Yes,Fiber_optic,Yes,Yes,Yes,No,Yes,Yes,Two_year,No,Credit card (automatic),109.7,8129.300,No
194,2146-EGVDT,Male,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Credit card (automatic),19.3,1192.700,No
195,2604-IJPDU,Female,0,Yes,No,20,Yes,No,Fiber_optic,Yes,Yes,No,Yes,Yes,No,Month_to_month,Yes,Electronic check,96.55,1901.650,No
196,9178-JHUVJ,Male,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,Yes,Bank transfer (automatic),24.1,587.400,No
197,6168-YBYNP,Male,0,No,No,59,Yes,Yes,Fiber_optic,No,Yes,Yes,Yes,Yes,Yes,Month_to_month,Yes,Electronic check,111.35,6519.750,No
198,7255-SSFBC,Male,0,Yes,Yes,72,Yes,Yes,Fiber_optic,No,Yes,Yes,Yes,Yes,Yes,Two_year,Yes,Bank transfer (automatic),112.25,8041.650,No
199,3645-DEYGF,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,No,Mailed check,20.75,20.750,No
200,9323-HGFWY,Female,0,Yes,No,27,Yes,No,Fiber_optic,Yes,No,No,Yes,Yes,Yes,One_year,Yes,Credit card (automatic),101.9,2681.150,No
201,8544-GOQSH,Female,0,No,No,14,Yes,No,Fiber_optic,No,Yes,No,Yes,No,No,Month_to_month,Yes,Credit card (automatic),80.05,1112.300,No
202,3363-DTIVD,Male,0,Yes,Yes,71,Yes,Yes,Fiber_optic,Yes,No,Yes,No,Yes,Yes,Two_year,No,Electronic check,105.55,7405.500,No
203,7018-WBJNK,Male,0,No,Yes,13,Yes,No,Fiber_optic,No,No,No,No,Yes,No,Month_to_month,Yes,Credit card (automatic),78.3,1033.950,No
204,9142-KZXOP,Male,0,No,No,44,Yes,No,Fiber_optic,No,No,No,No,No,No,Month_to_month,No,Credit card (automatic),68.85,2958.950,No
205,7674-YTAFD,Female,0,No,No,33,Yes,No,Fiber_optic,No,Yes,No,Yes,No,No,One_year,Yes,Bank transfer (automatic),79.95,2684.850,No
206,6348-SNFUS,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two_year,Yes,Credit card (automatic),55.45,4179.200,No
207,1285-OKIPP,Male,0,No,No,1,Yes,No,Fiber_optic,No,No,No,No,No,Yes,Month_to_month,No,Electronic check,79.9,79.900,Yes
208,7825-ECJRF,Female,0,No,No,19,Yes,No,Fiber_optic,Yes,No,Yes,Yes,Yes,Yes,Month_to_month,Yes,Electronic check,106.6,1934.450,Yes
209,1347-KTTTA,Male,0,Yes,No,64,Yes,No,Fiber_optic,No,Yes,Yes,Yes,Yes,Yes,One_year,Yes,Credit card (automatic),102.45,6654.100,No
210,7841-TZDMQ,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month_to_month,Yes,Credit card (automatic),46.0,84.500,Yes
211,4195-NZGTA,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month_to_month,No,Electronic check,25.25,25.250,No
212,7157-SMCFK,Male,0,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Mailed check,19.75,1124.200,No
213,4709-LKHYG,Female,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One_year,No,Electronic check,20.0,540.050,No
214,2504-DSHIH,Male,1,Yes,No,23,Yes,Yes,Fiber_optic,No,No,No,No,No,Yes,Month_to_month,No,Electronic check,86.8,1975.850,No
215,0699-NDKJM,Female,0,Yes,No,57,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month_to_month,Yes,Bank transfer (automatic),58.75,3437.450,No
216,9286-BHDQG,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two_year,No,Credit card (automatic),45.25,3139.800,No
217,0230-WEQUW,Male,0,Yes,No,66,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two_year,Yes,Bank transfer (automatic),56.6,3789.200,No
218,2040-LDIWQ,Male,0,Yes,Yes,65,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two_year,Yes,Bank transfer (automatic),84.2,5324.500,No
219,6496-JDSSB,Female,0,No,No,8,Yes,No,Fiber_optic,No,No,No,No,Yes,No,Month_to_month,Yes,Bank transfer (automatic),80.0,624.600,No
220,9408-SSNVZ,Female,0,No,No,4,Yes,No,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic check,70.15,268.350,Yes
221,4443-EMBNA,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Bank transfer (automatic),24.75,1836.900,No
222,6469-MRVET,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One_year,Yes,Electronic check,20.2,20.200,No
223,0742-MOABM,Male,0,Yes,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month_to_month,No,Mailed check,50.05,179.350,Yes
224,5961-VUSRV,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One_year,Yes,Bank transfer (automatic),19.35,219.350,No
225,6778-JFCMK,Male,0,No,No,24,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One_year,Yes,Mailed check,50.6,1288.750,No
226,6341-JVQGF,Female,0,Yes,Yes,31,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One_year,Yes,Mailed check,81.15,2545.750,No
227,2232-DMLXU,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month_to_month,No,Mailed check,55.2,55.200,Yes
228,4811-JBUVU,Male,0,No,No,30,Yes,Yes,Fiber_optic,No,No,No,Yes,No,Yes,Month_to_month,Yes,Credit card (automatic),89.9,2723.150,No
229,0945-TSONX,Female,0,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two_year,Yes,Credit card (automatic),85.3,4107.250,No
230,2651-ZCBXV,Male,0,No,No,54,Yes,Yes,Fiber_optic,Yes,Yes,No,Yes,Yes,Yes,Two_year,Yes,Credit card (automatic),108.0,5760.650,No
231,3316-UWXUY,Male,0,No,No,50,Yes,No,Fiber_optic,Yes,Yes,No,Yes,No,Yes,Month_to_month,Yes,Credit card (automatic),93.5,4747.500,No
232,8937-RDTHP,Male,0,No,No,1,Yes,No,Fiber_optic,Yes,No,No,No,No,Yes,Month_to_month,Yes,Mailed check,84.6,84.600,Yes
233,7083-MIOPC,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Credit card (automatic),20.25,1566.900,No
234,1984-GPTEH,Female,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,No,Electronic check,25.15,702.000,No
235,1251-KRREG,Male,0,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month_to_month,Yes,Mailed check,54.4,114.100,Yes
236,0621-JFHOL,Female,0,No,No,10,No,No phone service,DSL,No,No,No,Yes,No,No,Two_year,Yes,Mailed check,29.6,299.050,No
237,9903-LYSAB,Male,0,Yes,No,18,Yes,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic check,73.15,1305.950,No
238,0094-OIFMO,Female,1,No,No,11,Yes,No,Fiber_optic,No,Yes,No,No,Yes,Yes,Month_to_month,Yes,Electronic check,95.0,1120.300,Yes
239,9227-UAQFT,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Mailed check,19.75,284.350,No
240,7301-ABVAD,Female,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two_year,No,Bank transfer (automatic),86.6,6350.500,No
241,6614-FHDBO,Male,0,No,No,72,Yes,Yes,Fiber_optic,No,Yes,Yes,Yes,Yes,Yes,Two_year,No,Bank transfer (automatic),109.2,7878.300,No
242,7576-ASEJU,Female,0,Yes,Yes,41,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One_year,Yes,Credit card (automatic),74.7,3187.650,No
243,9058-HRZSV,Female,1,Yes,No,65,Yes,No,Fiber_optic,Yes,Yes,Yes,No,No,Yes,Month_to_month,No,Electronic check,94.4,6126.150,No
244,4522-AKYLR,Female,1,No,No,13,Yes,No,DSL,No,Yes,Yes,No,No,No,Month_to_month,Yes,Electronic check,54.8,731.300,No
245,0221-WMXNQ,Male,1,No,No,4,Yes,No,Fiber_optic,Yes,No,No,No,No,No,Month_to_month,No,Electronic check,75.35,273.400,No
246,0303-UNCIP,Male,0,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One_year,No,Mailed check,65.0,2531.800,No
247,9947-OTFQU,Male,1,No,No,15,Yes,No,Fiber_optic,No,Yes,No,No,No,No,Month_to_month,Yes,Electronic check,74.4,1074.300,Yes
248,0322-YINQP,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month_to_month,Yes,Mailed check,48.55,48.550,Yes
249,0959-WHOKV,Male,0,No,No,42,Yes,Yes,Fiber_optic,Yes,Yes,Yes,No,No,Yes,One_year,Yes,Electronic check,99.0,4298.450,No
250,4075-JFPGR,Female,0,Yes,No,51,Yes,No,Fiber_optic,Yes,Yes,Yes,No,Yes,No,One_year,Yes,Electronic check,93.5,4619.550,No
251,4629-NRXKX,Female,0,Yes,Yes,2,Yes,No,Fiber_optic,No,No,No,No,No,No,Month_to_month,No,Electronic check,70.4,147.150,Yes
252,9514-JDSKI,Male,1,Yes,No,1,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month_to_month,No,Electronic check,40.2,40.200,Yes
253,3282-ZISZV,Male,0,No,Yes,32,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One_year,No,Credit card (automatic),83.7,2633.300,No
254,3675-YDUPJ,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,Yes,Mailed check,19.85,193.050,No
255,4111-BNXIF,Female,0,Yes,Yes,67,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two_year,Yes,Electronic check,59.55,4103.900,No
256,7017-VFHAY,Female,0,Yes,Yes,61,Yes,Yes,Fiber_optic,Yes,Yes,Yes,Yes,Yes,Yes,Two_year,No,Credit card (automatic),115.1,7008.150,No
257,6655-LHBYW,Male,0,No,No,50,Yes,Yes,Fiber_optic,Yes,Yes,Yes,Yes,Yes,Yes,One_year,No,Credit card (automatic),114.35,5791.100,No
258,4959-JOSRX,Female,0,Yes,No,2,Yes,No,DSL,No,No,No,No,No,No,Month_to_month,Yes,Credit card (automatic),44.6,80.550,Yes
259,5046-NUHWD,Female,1,Yes,No,29,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month_to_month,Yes,Electronic check,45.0,1228.650,No
260,7273-TEFQD,Male,1,No,No,3,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month_to_month,Yes,Electronic check,41.15,132.200,Yes
261,3606-TWKGI,Male,1,No,No,13,Yes,Yes,Fiber_optic,No,Yes,Yes,No,Yes,Yes,Month_to_month,Yes,Electronic check,106.9,1364.300,Yes
262,7529-ZDFXI,Male,1,Yes,No,57,Yes,Yes,Fiber_optic,No,Yes,No,No,No,Yes,Month_to_month,Yes,Electronic check,89.85,4925.350,No
263,7605-BDWDC,Female,0,No,No,31,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two_year,Yes,Bank transfer (automatic),49.85,1520.100,No
264,1950-KSVVJ,Female,0,Yes,No,45,Yes,Yes,Fiber_optic,Yes,Yes,Yes,Yes,Yes,Yes,One_year,No,Mailed check,113.3,5032.250,No
265,0123-CRBRT,Female,0,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two_year,No,Mailed check,88.1,5526.750,No
266,6292-TOSSS,Male,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Bank transfer (automatic),24.9,1195.250,No
267,3197-ARFOY,Female,1,No,No,19,Yes,No,Fiber_optic,Yes,Yes,No,Yes,Yes,Yes,Month_to_month,Yes,Mailed check,105.0,2007.250,No
268,6323-AYBRX,Male,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Mailed check,19.35,1099.600,Yes
269,7014-ZZXAW,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,Yes,Credit card (automatic),24.25,1732.950,No
270,4385-GZQXV,Female,1,No,No,16,Yes,No,Fiber_optic,No,No,No,Yes,Yes,Yes,Month_to_month,Yes,Electronic check,94.45,1511.200,Yes
271,7633-MVPUY,Male,0,Yes,No,57,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two_year,Yes,Electronic check,59.75,3450.150,No
272,6366-ZGQGL,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month_to_month,No,Bank transfer (automatic),24.8,24.800,Yes
273,4716-HHKQH,Male,1,Yes,No,20,Yes,Yes,Fiber_optic,No,Yes,No,Yes,Yes,Yes,Month_to_month,No,Electronic check,107.05,2172.050,No
274,5940-AHUHD,Male,0,No,No,1,Yes,No,Fiber_optic,No,No,No,No,No,No,Month_to_month,No,Mailed check,70.6,70.600,Yes
275,6432-TWQLB,Male,0,Yes,No,5,Yes,Yes,Fiber_optic,No,Yes,No,Yes,No,No,Month_to_month,Yes,Electronic check,85.4,401.100,Yes
276,4484-GLZOU,Female,0,Yes,No,52,Yes,Yes,Fiber_optic,No,Yes,Yes,No,Yes,Yes,Month_to_month,Yes,Electronic check,105.05,5624.850,Yes
277,3179-GBRWV,Male,1,Yes,No,21,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month_to_month,Yes,Bank transfer (automatic),64.95,1339.800,No
278,8645-KWHJO,Male,0,No,No,14,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month_to_month,Yes,Electronic check,55.0,771.950,No
279,4130-MZLCC,Female,0,No,No,5,Yes,No,DSL,No,Yes,No,No,No,No,Month_to_month,No,Bank transfer (automatic),50.55,244.750,No
280,0314-TKOSI,Female,0,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month_to_month,No,Mailed check,55.15,322.900,No
281,8229-MYEJZ,Female,0,No,No,10,Yes,No,DSL,No,Yes,No,No,No,No,Month_to_month,No,Electronic check,51.2,498.250,No
282,2080-SRCDE,Female,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,No,Mailed check,25.4,25.400,No
283,9577-WJVCQ,Female,0,No,No,68,Yes,Yes,DSL,Yes,No,No,No,No,No,Month_to_month,No,Mailed check,54.45,3687.750,No
284,9512-UIBFX,Male,0,Yes,Yes,18,Yes,No,Fiber_optic,No,No,Yes,No,Yes,Yes,Month_to_month,No,Mailed check,95.15,1779.950,Yes
285,6202-DYYFX,Female,0,No,No,22,Yes,Yes,Fiber_optic,No,No,No,No,No,No,One_year,Yes,Credit card (automatic),76.0,1783.600,No
286,3808-HFKDE,Female,0,No,No,20,Yes,No,DSL,No,No,No,No,No,No,Month_to_month,Yes,Electronic check,44.35,927.150,No
287,5583-SXDAG,Male,0,Yes,No,1,Yes,No,Fiber_optic,No,No,No,No,No,No,Month_to_month,No,Electronic check,70.0,70.000,Yes
288,3488-PGMQJ,Male,1,No,No,8,Yes,No,Fiber_optic,No,Yes,No,No,No,No,Month_to_month,Yes,Electronic check,74.5,606.550,Yes
289,3580-REOAC,Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month_to_month,Yes,Credit card (automatic),44.85,435.400,Yes
290,7534-BFESC,Male,1,No,No,24,Yes,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic check,76.1,1712.700,Yes
291,3727-OWVYD,Male,0,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One_year,No,Mailed check,61.2,2021.200,No
292,2294-SALNE,Male,0,Yes,Yes,23,Yes,No,Fiber_optic,No,Yes,Yes,Yes,No,No,One_year,No,Mailed check,86.8,1940.800,No
293,4847-TAJYI,Female,1,No,No,6,Yes,No,Fiber_optic,No,No,No,No,Yes,Yes,Month_to_month,Yes,Electronic check,89.35,567.800,No
294,1563-IWQEX,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,No,Mailed check,19.7,220.350,No
295,8203-XJZRC,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,No,Mailed check,20.25,20.250,No
296,6556-DBKZF,Female,0,Yes,Yes,71,Yes,No,Fiber_optic,No,No,Yes,No,No,No,Two_year,No,Electronic check,76.05,5436.450,No
297,6851-WEFYX,Male,1,Yes,No,35,Yes,Yes,Fiber_optic,No,No,Yes,No,Yes,Yes,Month_to_month,Yes,Electronic check,100.8,3437.500,No
298,2985-JUUBZ,Male,0,Yes,Yes,40,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month_to_month,Yes,Electronic check,74.55,3015.750,No
299,6390-DSAZX,Female,0,No,Yes,1,Yes,No,Fiber_optic,Yes,No,No,No,No,No,Month_to_month,Yes,Mailed check,73.6,73.600,Yes
300,0895-LMRSF,Male,0,No,No,23,Yes,No,DSL,No,No,No,No,Yes,Yes,One_year,Yes,Bank transfer (automatic),64.9,1509.800,No
301,8098-LLAZX,Female,1,No,No,4,Yes,Yes,Fiber_optic,No,No,No,No,Yes,Yes,Month_to_month,Yes,Electronic check,95.45,396.100,Yes
302,8266-VBFQL,Male,0,No,No,4,Yes,No,Fiber_optic,No,No,Yes,Yes,No,Yes,Month_to_month,Yes,Electronic check,90.4,356.650,No
303,8181-YHCMF,Female,0,Yes,Yes,68,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two_year,No,Credit card (automatic),60.3,4109.000,No
304,2240-HSJQD,Male,0,No,Yes,38,Yes,Yes,Fiber_optic,No,Yes,No,No,No,No,Month_to_month,Yes,Mailed check,81.85,3141.700,No
305,1248-DYXUB,Male,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,No,Mailed check,24.8,1229.100,No
306,0265-EDXBD,Male,1,Yes,No,32,Yes,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic check,74.9,2303.350,Yes
307,4115-BNPJY,Male,0,Yes,Yes,29,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two_year,No,Mailed check,75.55,2054.400,No
308,3167-SNQPL,Male,1,Yes,Yes,38,Yes,Yes,Fiber_optic,No,Yes,No,No,Yes,Yes,Month_to_month,No,Electronic check,101.15,3741.850,No
309,4091-TVOCN,Male,0,No,Yes,48,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One_year,Yes,Credit card (automatic),78.75,3682.450,No
310,1098-TDVUQ,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month_to_month,Yes,Bank transfer (automatic),19.25,19.250,No
311,7277-OZCGZ,Female,0,No,No,22,Yes,No,Fiber_optic,Yes,No,No,Yes,No,Yes,Month_to_month,Yes,Electronic check,89.05,1886.250,No
312,1557-EMYVT,Female,0,No,No,43,Yes,Yes,Fiber_optic,Yes,Yes,Yes,Yes,Yes,Yes,Two_year,No,Credit card (automatic),115.05,4895.100,No
313,2799-ARNLO,Female,1,Yes,No,5,Yes,No,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic check,69.35,341.600,No
314,7563-BIUPC,Male,0,No,No,5,Yes,No,Fiber_optic,No,No,No,No,Yes,No,Month_to_month,Yes,Electronic check,80.6,415.550,Yes
315,5027-YOCXN,Male,0,Yes,Yes,51,Yes,Yes,Fiber_optic,Yes,Yes,No,Yes,Yes,Yes,One_year,No,Credit card (automatic),110.05,5686.400,No
316,3973-SKMLN,Male,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two_year,Yes,Credit card (automatic),19.9,1355.100,No
317,2321-OMBXY,Female,0,Yes,Yes,38,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One_year,No,Credit card (automatic),80.3,3058.650,Yes
