Model,Mfg_Year,KM,Fuel_Type,HP,Met_Color,Color,Automatic,CC,Doors,Cylinders,Gears,Quarterly_Tax,Weight,Mfr_Guarantee,BOVAG_Guarantee,Guarantee_Period,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Powered_Windows,Power_Steering,Radio,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Radio_cassette,Parking_Assistant,Tow_Bar,price_category
TOYOTA_Corolla_VERSO_2.0_D4D_SOL_(7)_MPV,2004,1500,Diesel,116,1,Grey,0,2000,5,4,5,283,1480,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,High
 TOYOTA_Corolla_VERSO_2.0_D4D_LINEA_SOL_MPV,2004,13253,Diesel,116,1,Grey,0,2000,5,4,5,234,1320,0,0,3,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,High
TOYOTA_Corolla_VERSO_2.0_D4D_LINEA_SOL_MPV,2004,13253,Diesel,116,1,Grey,0,2000,5,4,5,234,1320,0,0,3,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,High
TOYOTA_Corolla_2.0_D4D_116_5DR_LUNA_4/5-Doors,2004,10000,Diesel,116,1,Silver,0,2000,5,4,5,234,1270,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,High
TOYOTA_Corolla_2.0_D4D_90_WAGON_SOL_Stationwagen,2004,6000,Diesel,90,1,Grey,0,2000,5,4,5,234,1280,1,1,3,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,High
 TOYOTA_Corolla_2.0_D4D_90_5DR_SOL_4/5-Doors,2004,10841,Diesel,90,1,Grey,0,2000,5,4,5,234,1270,0,1,3,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_3DR_TERRA_COMFORT_2/3-Doors,2004,1,Petrol,110,1,Grey,0,1600,3,4,5,85,1105,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,High
TOYOTA_Corolla_2.0_D4D_90_5DR_TERRA_COMFORT_4/5-Doors,2003,63000,Diesel,90,1,Blue,0,2000,5,4,5,234,1255,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,High
TOYOTA_Corolla_2.0_D4D_110_5DR_EXEC_BNS_4/5-Doors,2003,57313,Diesel,110,1,Blue,0,2000,5,4,5,234,1275,1,1,3,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_5DR_TERRA_COMFORT_4/5-Doors,2003,57037,Petrol,110,0,Silver,0,1600,5,4,5,85,1115,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,High
 TOYOTA_Corolla_2.0_D4D_Linea_Terra_Comfort_4/5-Doors,2003,51099,Diesel,90,1,Silver,0,2000,5,4,5,234,1255,0,0,3,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,High
 TOYOTA_Corolla_1.6_16V_VVT_I_5DR_TERRA_4/5-Doors,2003,40010,Petrol,110,1,Black,0,1600,5,4,5,85,1115,1,1,3,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_5DR_SOL_4/5-Doors,2003,39115,Petrol,110,1,Blue,0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,High
TOYOTA_Corolla_1.6_16V_VVT_I_5DR_SOL_4/5-Doors,2003,36012,Petrol,110,0,Red,0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_5DR_EXEC_4/5-Doors,2003,36000,Petrol,110,1,Black,0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,High
TOYOTA_Corolla_1.6_VVT-i_Linea_Sol_4/5-Doors,2003,36000,Petrol,110,1,Blue,0,1600,5,4,5,19,1075,0,1,3,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,High
TOYOTA_Corolla_1.4_16V_VVT_I_5DR_TERRA_COMFORT_4/5-Doors,2003,35000,Petrol,97,1,Blue,0,1400,5,4,5,85,1110,0,0,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,High
TOYOTA_Corolla_1.4_16V_VVT_I_5DR_SOL_4/5-Doors,2003,33740,Petrol,97,1,Blue,0,1400,5,4,5,85,1135,0,1,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,High
TOYOTA_Corolla_1.6_vvt-i_nw_model_comfort_airco_5drs_4/5-Doors,2003,33477,Petrol,110,1,Black,0,1600,5,4,5,19,1075,0,0,3,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,High
TOYOTA_Corolla_1.4_16V_VVT_I_5DR_TERRA_COMFORT_4/5-Doors,2003,32627,Petrol,97,1,Grey,0,1400,5,4,5,85,1110,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,High
 TOYOTA_Corolla_1.4_16V_VVT_I_5DR_TERRA_COMFORT_4/5-Doors,2003,29797,Petrol,97,1,Blue,0,1400,5,4,5,85,1110,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,High
TOYOTA_Corolla_1.4_16V_VVT_I_5DR_TERRA_COMFORT_4/5-Doors,2003,29441,Petrol,97,1,Blue,0,1400,5,4,5,85,1110,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,High
TOYOTA_Corolla_1_6-16v_VVT-i_Linea_Terra_Comfort_Airco_5drs_4/5-Doors,2003,29371,Petrol,110,1,Black,0,1600,4,4,5,19,1105,0,0,24,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,High
 TOYOTA_Corolla_1.4_16V_VVT_I_5DR_TERRA_COMFORT_4/5-Doors,2003,29000,Petrol,97,0,Blue,0,1400,5,4,5,85,1110,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,High
TOYOTA_Corolla_1.4_16V_VVT_I_5DR_TERRA_COMFORT_4/5-Doors,2003,27821,Petrol,97,0,Grey,0,1400,5,4,5,85,1110,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,High
TOYOTA_Corolla_1.4_16V_VVT_I_5DR_SOL_4/5-Doors,2003,27371,Petrol,97,0,Black,0,1400,5,4,5,85,1135,0,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,High
 TOYOTA_Corolla_1.6_terra_comfort_5drs_airco_4/5-Doors,2003,25170,Petrol,110,1,Black,0,1600,5,4,5,19,1105,0,0,24,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,High
TOYOTA_Corolla_Luna_5drs_D4D116_PK_4/5-Doors,2003,25000,Diesel,116,1,Grey,0,2000,5,4,5,64,1320,0,0,3,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,High
TOYOTA_Corolla_1.6i_16V_VVT_I_SOL_+_Navigatie_4/5-Doors,2003,23000,Petrol,110,1,Blue,0,1600,5,4,5,85,1130,0,0,3,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,High
TOYOTA_Corolla_1.4_16V_VVT_I_5DR_TERRA_COMFORT_4/5-Doors,2003,22588,Petrol,97,1,Silver,0,1400,5,4,5,85,1110,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,High
 TOYOTA_Corolla_1.8_VVTL-i_T-Sport_3-Drs_4/5-Doors,2003,21684,Petrol,192,1,Silver,0,1800,5,4,5,19,1185,0,1,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,High
 TOYOTA_Corolla_1.6_16V_VVT_I_5DR_SOL_4/5-Doors,2003,21428,Petrol,110,1,Black,0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_SEDAN_TERRA_COMF_4/5-Doors,2003,20629,Petrol,110,1,Grey,0,1600,4,4,5,85,1090,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_5DR_SOL_4/5-Doors,2003,20270,Petrol,110,1,Blue,0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,High
 TOYOTA_Corolla_1.4_16V_VVT_I_5DR_TERRA_4/5-Doors,2003,20105,Petrol,97,0,Black,0,1400,5,4,5,85,1110,1,1,3,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,High
 TOYOTA_Corolla_1.6_16V_VVT_I_5DR_TERRA_COMF_AUT_4/5-Doors,2003,20000,Petrol,110,0,Blue,1,1600,5,4,5,100,1165,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_5DR_EXEC_BNS_4/5-Doors,2003,19988,Petrol,110,1,Grey,0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_5DR_SOL_4/5-Doors,2003,18328,Petrol,110,0,Grey,0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_SEDAN_SOL_AUT4_4/5-Doors,2003,17896,Petrol,110,1,Silver,1,1600,4,4,5,85,1150,0,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,High
 TOYOTA_Corolla_1.4_16V_VVT_I_5DR_TERRA_COMFORT_4/5-Doors,2003,17300,Petrol,97,1,Grey,0,1400,5,4,5,85,1110,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_5DR_SOL_BNS_4/5-Doors,2003,17038,Petrol,110,0,Black,0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,High
TOYOTA_Corolla_1.4_16V_VVT_I_5DR_LUNA_BNS_4/5-Doors,2003,13747,Petrol,97,1,Black,0,1400,5,4,5,85,1110,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,High
 TOYOTA_Corolla_1.6_16V_VVT_I_5DR_TERRA_COMFORT_4/5-Doors,2003,13634,Petrol,110,1,Silver,0,1600,5,4,5,85,1115,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_5DR_EXEC_4/5-Doors,2003,13178,Petrol,110,1,Black,0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,High
TOYOTA_Corolla_1.4_16V_VVT_I_SEDAN_TERRA_COMF_4/5-Doors,2003,13157,Petrol,97,1,Blue,0,1400,4,4,5,85,1085,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_SEDAN_SOL_4/5-Doors,2003,13000,Petrol,110,1,Grey,0,1600,4,4,5,85,1105,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_5DR_TERRA_COMFORT_4/5-Doors,2003,12500,Petrol,110,1,Blue,0,1600,5,4,5,85,1115,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_5DR_SOL_4/5-Doors,2003,11999,Petrol,110,1,Grey,0,1600,5,4,5,85,1130,0,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_5DR_SOL_AUT4_4/5-Doors,2003,11754,Petrol,110,0,Grey,1,1600,5,4,5,100,1180,0,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_SEDAN_SOL_4/5-Doors,2003,11000,Petrol,110,1,Blue,0,1600,4,4,5,85,1105,1,1,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,High
 TOYOTA_Corolla_1.6_16v_VVTi_Linea_Sol_4/5-Doors,2003,10000,Petrol,110,0,Silver,0,1598,5,4,5,85,1105,0,1,12,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_5DR_TERRA_COMFORT_4/5-Doors,2003,7650,Petrol,110,1,Silver,0,1600,5,4,5,85,1115,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,High
TOYOTA_Corolla_1.6_16v_VVTi_Terra_Comfort_4/5-Doors,2003,6500,Petrol,110,1,Silver,0,1600,4,4,5,85,1100,0,1,28,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,High
TOYOTA_Corolla_1.4_16V_VVT_I_5DR_TERRA_COMFORT_4/5-Doors,2003,6155,Petrol,97,1,Blue,0,1400,5,4,5,85,1110,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_5DR_SOL_4/5-Doors,2003,6000,Petrol,110,0,Blue,0,1600,5,4,5,85,1130,0,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_5DR_EXEC_4/5-Doors,2003,5459,Petrol,110,1,Grey,0,1600,5,4,5,85,1130,0,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_SEDAN_SOL_BNS_AUT4_4/5-Doors,2003,5278,Petrol,110,1,Silver,1,1600,4,4,5,85,1150,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_5DR_SOL_4/5-Doors,2003,5000,Petrol,110,1,Black,0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,High
TOYOTA_Corolla_1.4-16v_VVT-i_Linea_Terra_Comfort_NIEUW_AIRCO_4/5-Doors,2003,1,Petrol,98,1,Silver,0,1400,4,4,5,19,1065,0,0,36,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,High
TOYOTA_Corolla_1.6-16v_VVT-i_Linea_Terra_Comfort_AIRCO_NIEUW_5DRS_4/5-Doors,2003,1,Petrol,110,1,Grey,0,1600,5,4,5,19,1075,0,0,36,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,High
TOYOTA_Corolla_1.6-16v_VVT-i_Executive_B.edition_4/5-Doors,2004,11000,Petrol,110,1,Blue,0,1600,5,4,5,85,1130,0,1,24,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,High
TOYOTA_Corolla_1.4_16V_VVT_I_5DR_LUNA_4/5-Doors,2004,10077,Petrol,97,1,Black,0,1400,5,4,5,85,1110,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,High
 TOYOTA_Corolla_1.4_16V_VVT_I_5DR_LUNA_4/5-Doors,2004,10000,Petrol,97,1,Grey,0,1400,5,4,5,85,1110,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_5DR_SOL_4/5-Doors,2004,9788,Petrol,110,1,Silver,0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,High
TOYOTA_Corolla_1.6_16V_VVT_I_5DR_SOL_4/5-Doors,2004,8574,Petrol,110,1,Black,0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_5DR_TERRA_COMFORT_4/5-Doors,2004,7000,Petrol,110,0,Grey,0,1600,5,4,5,85,1115,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_5DR_TERRA_4/5-Doors,2004,6250,Petrol,110,1,Grey,0,1600,5,4,5,85,1115,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_5DR_SOL_4/5-Doors,2004,5000,Petrol,110,1,Grey,0,1600,5,4,5,85,1130,0,1,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_5DR_EXEC_4/5-Doors,2004,3000,Petrol,110,0,Black,0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,High
TOYOTA_Corolla_1.6_VVT-I_5DR_LINEA_TERRA_4/5-Doors,2004,2000,Petrol,110,0,Red,0,1600,5,4,5,19,1075,0,1,24,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,High
TOYOTA_Corolla_1.4_16V_VVT_I_5DR_TERRA_COMFORT_4/5-Doors,2004,450,Petrol,97,1,Grey,0,1400,5,4,5,85,1110,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,High
TOYOTA_Corolla_1.4_16V_5DR_TERRA_4/5-Doors,2004,225,Petrol,97,1,Blue,0,1400,5,4,5,85,1110,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_5DR_SOL_4/5-Doors,2004,15,Petrol,110,1,Blue,0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,High
 TOYOTA_Corolla_1.4-16v_VVT-i_Linea_Terra_Comfort_NIEUW_AIRCO_4/5-Doors,2004,1,Petrol,98,1,Grey,0,1400,4,4,5,19,1100,0,0,36,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,High
TOYOTA_Corolla_1.6-16v_VVT-i_Linea_Terra_Comfort_NIEUW_AIRCO_5drs_4/5-Doors,2004,1,Petrol,110,1,Grey,0,1600,5,4,5,19,1075,0,0,36,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,High
TOYOTA_Corolla_1.9_D_HATCHB_SOL_2/3-Doors,2001,243000,Diesel,69,0,White,0,1900,3,4,5,185,1110,0,1,3,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,Low
TOYOTA_Corolla_2.0_D4D_SEDAN_SOL_4/5-Doors,2001,180638,Diesel,90,0,Red,0,2000,4,4,5,210,1160,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,Low
TOYOTA_Corolla_2.0_D4D_LIFTB_SOL_4/5-Doors,2001,179860,Diesel,90,1,Blue,0,2000,5,4,5,210,1205,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_HATCHB_TERRA_2/3-Doors,2001,178858,CNG,110,0,White,0,1600,3,4,5,197,1084,0,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,Low
TOYOTA_Corolla_1.9_D_HATCHB_TERRA_2/3-Doors,2001,161000,Diesel,69,1,Grey,0,1900,3,4,5,185,1105,0,1,3,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,High
TOYOTA_Corolla_1.8D_Stationwagen,2001,158320,Diesel,69,0,White,0,1800,5,4,5,64,1110,0,0,3,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,Low
TOYOTA_Corolla_1.8D_4/5-Doors,2001,131273,Diesel,69,1,Silver,0,1800,5,4,5,64,1110,0,0,3,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Low
TOYOTA_Corolla_1.9_D_LIFTB_TERRA_4/5-Doors,2001,130062,Diesel,69,1,Red,0,1900,5,4,5,185,1140,0,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,Low
TOYOTA_Corolla_1.9_D_WAGON_TERRA_Stationwagen,2001,123425,Diesel,69,1,Blue,0,1900,5,4,5,185,1140,0,1,3,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_LIFTB_LUNA_4/5-Doors,2001,118217,Petrol,110,1,Red,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,High
TOYOTA_Corolla_1.9_D_Sedan_4/5-Doors,2001,110000,Diesel,69,1,Silver,0,1900,5,4,5,185,1095,0,0,6,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Low
TOYOTA_Corolla_2.0_D4D_LIFTB_SOL_4/5-Doors,2001,108847,Diesel,90,1,Blue,0,2000,5,4,5,210,1205,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,High
TOYOTA_Corolla_1.4_16V_VVT_I_HATCHB_TERRA_2/3-Doors,2001,105699,Petrol,97,1,Grey,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_VVT_I_LIFTB_TERRA_4/5-Doors,2001,98823,CNG,110,1,Blue,0,1600,5,4,5,197,1119,1,1,3,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,High
TOYOTA_Corolla_1.6_16V_VVT_I_LIFTB_TERRA_4/5-Doors,2001,96829,Petrol,110,1,Red,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,Low
TOYOTA_Corolla_1.4_VVTI_Linea_Terra_2/3-Doors,2001,96518,Petrol,97,1,Red,0,1400,3,4,5,69,1025,0,1,12,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,Low
TOYOTA_Corolla_1.6_16V_VVT_I_LIFTB_LUNA_4/5-Doors,2001,92204,Petrol,110,1,Grey,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.9_D_HATCHB_SOL_2/3-Doors,2001,91456,Diesel,69,1,Red,0,1900,3,4,5,185,1110,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,Low
TOYOTA_Corolla_19D_LB_Linea_Terra_4/5-Doors,2001,89968,Diesel,69,1,Green,0,1900,5,4,5,185,1140,0,0,3,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_HATCHB_SOL_2/3-Doors,2001,89757,Petrol,110,1,Black,0,1600,3,4,5,69,1045,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,Low
TOYOTA_Corolla_1.6_16V_VVT_I_LIFTB_TERRA_4/5-Doors,2001,85389,Petrol,110,1,Silver,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,High
TOYOTA_Corolla_1.4_16V_VVT_I_LIFTB_TERRA_4/5-Doors,2001,85017,Petrol,97,0,Red,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_VVT_I_LIFTB_SOL_4/5-Doors,2001,84312,Petrol,110,0,Grey,0,1600,5,4,5,85,1080,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.6_16V_VVT_I_LIFTB_SOL_4/5-Doors,2001,82743,CNG,110,1,Green,0,1600,5,4,5,197,1121,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,High
TOYOTA_Corolla_1.9_D_WAGON_TERRA_Stationwagen,2001,81106,Diesel,69,1,Black,0,1900,5,4,5,185,1140,0,1,3,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,High
TOYOTA_Corolla_2.0_D4D_LIFTB_SOL_4/5-Doors,2001,80425,Diesel,90,1,Grey,0,2000,5,4,5,210,1205,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_LIFTB_LUNA_AUT4_4/5-Doors,2001,78677,Petrol,110,1,Blue,1,1600,5,4,5,85,1105,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,Low
TOYOTA_Corolla_1.6_16V_VVT_I_LIFTB_TERRA_4/5-Doors,2001,78425,Petrol,110,1,Blue,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,Low
TOYOTA_Corolla_2.0_D4D_HATCHB_SOL_2/3-Doors,2001,78108,Diesel,90,1,Grey,0,2000,3,4,5,210,1170,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_LIFTB_LUNA_4/5-Doors,2001,77321,Petrol,110,1,Grey,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.9_D_HATCHB_TERRA_2/3-Doors,2001,75699,Diesel,69,0,Green,0,1900,3,4,5,185,1105,1,1,3,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,High
TOYOTA_Corolla_1.4_16V_VVT_I_HATCHB_TERRA_2/3-Doors,2001,75697,Petrol,97,1,Silver,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Low
TOYOTA_Corolla_1.4_16V_VVT_I_HATCHB_TERRA_2/3-Doors,2001,74846,Petrol,97,1,Black,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,Low
TOYOTA_Corolla_1.6_16V_VVT_I_LIFTB_LUNA_4/5-Doors,2001,74319,Petrol,110,1,Black,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,High
TOYOTA_Corolla_1.6_Terra_LB_4/5-Doors,2001,74285,Petrol,110,1,Blue,0,1600,5,4,5,85,1075,0,1,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,High
TOYOTA_Corolla_1.6_HB_LINEA_SOL_4/5-Doors,2001,74172,Petrol,110,1,Black,0,1600,5,4,5,163,1615,1,1,3,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,High
TOYOTA_Corolla_1.6_16V_VVT_I_LIFTB_LUNA_4/5-Doors,2001,73042,Petrol,110,1,Blue,0,1598,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,High
TOYOTA_Corolla_1.6_16V_VVT_I_SEDAN_TERRA_4/5-Doors,2001,71793,CNG,110,1,Red,0,1600,4,4,5,197,1067,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,High
